chrom	start	end	name	strand	count_m	count_valid_m	percent_m
chr18	14748767	14748834	.	.	2216	3617	61.266243
chr18	14999825	14999869	.	.	2092	4424	47.287525
chr18	15040655	15041517	.	.	2086	4194	49.73772
chr18	23724791	23725178	.	.	2041	3825	53.359478
chr18	23737974	23738065	.	.	1905	3632	52.450443
chr18	24076268	24076410	.	.	2713	4476	60.612152
chr18	26547500	26547557	.	.	1992	3649	54.590298
chr18	26660494	26660700	.	.	2118	4000	52.95
chr18	33820199	33820222	.	.	2115	3591	58.897243
chr18	33820254	33820285	.	.	2681	4279	62.654823
chr18	33820292	33820500	.	.	12180	21808	55.851067
chr18	33820508	33820573	.	.	4007	7800	51.371796
chr18	35122757	35123078	.	.	3339	5858	56.998974
chr18	37299583	37299873	.	.	1887	3382	55.79539
chr18	39317976	39318286	.	.	2409	4042	59.59921
chr18	45287761	45287844	.	.	1901	3453	55.053574
chr18	45838756	45838775	.	.	2019	3806	53.047817
chr18	46433298	46433379	.	.	3200	6361	50.306553
chr18	46601011	46601303	.	.	2745	5010	54.79042
chr18	47121131	47121277	.	.	2028	3937	51.511307
chr18	47526332	47526377	.	.	2282	3937	57.962917
chr18	48027430	48027576	.	.	1888	3582	52.70798
chr18	49024934	49024962	.	.	1525	2851	53.49
chr18	50401330	50401466	.	.	2124	3681	57.701714
chr18	51194161	51195231	.	.	3070	5423	56.610733
chr18	52204209	52204806	.	.	1786	2925	61.059826
chr18	54684941	54685090	.	.	2199	3807	57.762016
chr18	57151850	57152147	.	.	2150	3732	57.609863
chr18	57665740	57665840	.	.	2469	4146	59.551376
chr18	57827806	57827975	.	.	2223	4572	48.622047
chr18	58348995	58349150	.	.	2082	3760	55.37234
chr18	58536555	58536658	.	.	1771	3076	57.57477
chr18	59969880	59969940	.	.	2191	3863	56.717575
chr18	61554528	61554817	.	.	12964	22926	56.547153
chr18	63142684	63143114	.	.	2332	3862	60.383217
chr18	63237016	63237122	.	.	1859	3165	58.736176
chr18	63317603	63317857	.	.	2714	4672	58.09075
chr18	64002669	64002737	.	.	3566	6274	56.83774
chr18	65057551	65057956	.	.	3366	5893	57.118614
chr18	67954459	67954658	.	.	1596	2740	58.248173
chr18	69898144	69898299	.	.	2101	3738	56.20653
chr18	69949159	69949240	.	.	1785	3715	48.04845
chr18	71212522	71212555	.	.	2558	4605	55.548317
chr18	71385548	71386078	.	.	1971	3732	52.813507
chr18	74506535	74506799	.	.	3327	5990	55.542572
chr18	75222092	75222147	.	.	2592	4745	54.625923
chr18	75364762	75364844	.	.	1997	3597	55.51849
chr18	75638992	75639072	.	.	1696	2694	62.954712
chr18	76005877	76006055	.	.	1862	3424	54.38084
chr18	76208792	76208858	.	.	2320	4179	55.51567
chr18	76406286	76406347	.	.	2326	4347	53.508167
chr18	76461308	76461443	.	.	2074	3444	60.220673
chr18	76503865	76503987	.	.	2069	3477	59.505318
chr18	76504208	76504493	.	.	2805	4920	57.012196
chr18	76514655	76514740	.	.	2342	3782	61.924904
chr18	76525271	76525324	.	.	2310	3746	61.66578
chr18	76599145	76599290	.	.	3426	5796	59.10973
chr18	76787360	76787487	.	.	6531	10970	59.5351
chr18	76787554	76788096	.	.	11578	23062	50.2038
chr18	77005369	77005510	.	.	2182	3976	54.879276
chr18	78241967	78242129	.	.	2735	4604	59.40487
chr18	78506305	78506385	.	.	2845	4574	62.19939
chr18	78914494	78914525	.	.	2454	4024	60.984093
chr18	78914561	78914672	.	.	3583	7053	50.80108
chr18	79384353	79384531	.	.	2095	3603	58.14599
chr18	79404348	79404420	.	.	2555	4270	59.836067
chr18	79410996	79411166	.	.	8685	14563	59.63744
chr18	79519791	79520159	.	.	5466	9883	55.30709
chr18	79520181	79520271	.	.	3838	8021	47.849396
chr18	79524519	79524612	.	.	3811	6421	59.352123
chr18	79524856	79524878	.	.	1602	3186	50.282486
chr18	79529685	79529801	.	.	2547	4706	54.122395
chr18	79532308	79532397	.	.	2743	4696	58.411415
chr18	79532440	79532526	.	.	2399	4123	58.185787
chr18	79566965	79567015	.	.	2412	4946	48.76668
chr18	79570855	79571090	.	.	2006	3582	56.002235
chr18	79616710	79616952	.	.	11431	22110	51.700584
chr18	79617520	79617920	.	.	13587	25404	53.4837
chr18	79652670	79652700	.	.	1949	3436	56.722935
chr18	79684506	79684612	.	.	2033	3530	57.59207
chr18	79818057	79818305	.	.	2122	3850	55.116886
chr18	79825979	79826132	.	.	3954	7449	53.08095
chr18	80148240	80148523	.	.	5143	10949	46.972324
chr18	80160349	80160442	.	.	6083	11712	51.938183
chr18	80160474	80160516	.	.	2739	4883	56.092567
chr19	63145	63317	.	.	437	922	47.396965
chr19	402137	402178	.	.	1689	3268	51.682983
chr19	447923	448264	.	.	6895	12583	54.796154
chr19	483474	483597	.	.	2069	3354	61.687534
chr19	485924	485970	.	.	2016	3335	60.44977
chr19	567463	567635	.	.	2930	5529	52.99331
chr19	570345	570438	.	.	2059	3681	55.93589
chr19	607492	607542	.	.	2006	3490	57.47851
chr19	608921	609212	.	.	6605	11076	59.63344
chr19	610173	610310	.	.	2545	4436	57.371502
chr19	610451	610559	.	.	2493	4467	55.809265
chr19	611364	611444	.	.	1998	3860	51.761658
chr19	640218	640271	.	.	2197	4009	54.801697
chr19	676876	676962	.	.	2753	5152	53.43556
chr19	693831	693975	.	.	2927	4978	58.798714
chr19	710129	710226	.	.	3581	6530	54.839207
chr19	718624	718700	.	.	1753	3301	53.10512
chr19	719422	719464	.	.	2777	5216	53.240032
chr19	719507	719599	.	.	2168	4019	53.943764
chr19	830907	830959	.	.	2075	3663	56.647556
chr19	845764	845905	.	.	2145	3914	54.80327
chr19	847305	847423	.	.	3394	5618	60.41296
chr19	851561	851671	.	.	2042	3681	55.474056
chr19	853706	854001	.	.	3310	6093	54.324635
chr19	872434	872699	.	.	4200	7281	57.684387
chr19	953737	953786	.	.	1979	3407	58.086292
chr19	1030762	1030846	.	.	2138	3479	61.454437
chr19	1130632	1130867	.	.	2025	3384	59.840424
chr19	1130886	1131135	.	.	3188	5443	58.57064
chr19	1173078	1173128	.	.	1763	3213	54.87084
chr19	1253936	1253978	.	.	2289	3987	57.411587
chr19	1265725	1265865	.	.	2465	4117	59.873695
chr19	1271981	1272102	.	.	3943	6661	59.195316
chr19	1286694	1286909	.	.	2646	4915	53.8352
chr19	1287633	1287705	.	.	1844	3673	50.204193
chr19	1316479	1316639	.	.	2001	3776	52.992584
chr19	1319142	1319203	.	.	3652	6551	55.747215
chr19	1331690	1331713	.	.	2236	4177	53.531242
chr19	1423512	1423613	.	.	2454	4420	55.520363
chr19	1423709	1423847	.	.	3250	6214	52.301258
chr19	1456806	1456894	.	.	1884	3126	60.26871
chr19	1465493	1465514	.	.	1650	3457	47.729244
chr19	1466102	1466163	.	.	3557	5817	61.148357
chr19	1472968	1473026	.	.	1931	3359	57.487343
chr19	1504194	1504275	.	.	2006	3595	55.79972
chr19	1614647	1614716	.	.	1882	3444	54.64576
chr19	1682650	1682814	.	.	2046	3862	52.97773
chr19	1685052	1685195	.	.	2536	4593	55.21446
chr19	1763219	1763278	.	.	1760	3201	54.98282
chr19	1796437	1796495	.	.	2116	3733	56.683628
chr19	1861578	1861713	.	.	2301	4052	56.78677
chr19	1909170	1909387	.	.	2195	3863	56.821125
chr19	2163095	2163197	.	.	2259	4109	54.97688
chr19	2291318	2291408	.	.	2359	4099	57.55062
chr19	2291453	2291482	.	.	2810	4807	58.456413
chr19	2291606	2291635	.	.	2701	4625	58.399998
chr19	2294859	2294908	.	.	2034	4001	50.83729
chr19	2300625	2300717	.	.	2271	4165	54.52581
chr19	2424128	2424158	.	.	1729	3071	56.30088
chr19	2425608	2425754	.	.	2997	5436	55.13245
chr19	2546286	2546387	.	.	2156	3894	55.367233
chr19	2546434	2546600	.	.	2305	4190	55.011932
chr19	2546650	2546703	.	.	2308	3739	61.727734
chr19	2546821	2546984	.	.	5395	8987	60.03116
chr19	2622626	2622739	.	.	4381	7849	55.816025
chr19	2664149	2664368	.	.	2785	5061	55.028652
chr19	2674827	2674867	.	.	2206	4151	53.14382
chr19	3290372	3290416	.	.	2300	3716	61.894512
chr19	3295755	3295853	.	.	2006	3476	57.71001
chr19	3372514	3372584	.	.	1825	3669	49.741074
chr19	3387934	3387994	.	.	2385	4430	53.83747
chr19	3444322	3444429	.	.	1798	3451	52.10084
chr19	3576750	3576918	.	.	6593	12243	53.85118
chr19	3576949	3577088	.	.	7043	13455	52.344852
chr19	3577104	3577140	.	.	1695	3660	46.311478
chr19	3577199	3577258	.	.	3419	6619	51.654327
chr19	3665711	3665769	.	.	1552	3205	48.424335
chr19	3811083	3811156	.	.	1663	3073	54.1165
chr19	4019687	4019897	.	.	3832	7035	54.470505
chr19	4088258	4088359	.	.	2095	3622	57.840973
chr19	4164476	4164683	.	.	2351	3951	59.503925
chr19	4543903	4543930	.	.	2076	4388	47.31085
chr19	4784758	4784874	.	.	5276	8845	59.64952
chr19	4784889	4785015	.	.	4883	8516	57.339127
chr19	4951759	4951969	.	.	3859	7012	55.034225
chr19	5721028	5721067	.	.	2230	3972	56.143005
chr19	5990545	5990571	.	.	1853	3359	55.165226
chr19	6272139	6272164	.	.	2081	3891	53.482395
chr19	6531923	6531998	.	.	1667	3200	52.09375
chr19	6591658	6591811	.	.	2041	3512	58.115036
chr19	6678106	6678174	.	.	3916	6900	56.753624
chr19	7004188	7004710	.	.	5659	9662	58.569653
chr19	7345504	7345561	.	.	2472	4180	59.138756
chr19	7551342	7551544	.	.	3865	7139	54.139233
chr19	7682260	7682274	.	.	2076	3476	59.72382
chr19	7689267	7689292	.	.	2005	3553	56.431187
chr19	7705364	7705490	.	.	2017	3620	55.71823
chr19	7863545	7863591	.	.	2307	3828	60.26646
chr19	7863864	7864018	.	.	1810	3092	58.538162
chr19	7873490	7873526	.	.	1733	3190	54.326023
chr19	7918878	7918965	.	.	1913	3498	54.688393
chr19	7919313	7919334	.	.	2148	3513	61.14432
chr19	7919734	7919778	.	.	1789	3322	53.8531
chr19	8503228	8503358	.	.	2302	4053	56.797432
chr19	8568188	8568250	.	.	2153	3926	54.839535
chr19	8655536	8655564	.	.	1802	3786	47.596405
chr19	8866937	8868447	.	.	2424	4179	58.004307
chr19	9960579	9960690	.	.	2556	4460	57.309418
chr19	10236823	10236918	.	.	2467	4199	58.752083
chr19	10544855	10544946	.	.	2281	4098	55.661297
chr19	10572219	10572325	.	.	2302	4450	51.730335
chr19	10836713	10836791	.	.	3244	5834	55.605072
chr19	11288464	11288665	.	.	1893	3544	53.41422
chr19	11319380	11319492	.	.	2868	4931	58.162643
chr19	11338073	11338194	.	.	1851	3525	52.510635
chr19	11345376	11345526	.	.	1880	3092	60.80207
chr19	11382651	11382731	.	.	1983	3669	54.047424
chr19	11406132	11406234	.	.	2030	3683	55.118107
chr19	11479502	11479520	.	.	2317	4221	54.892204
chr19	12426582	12426919	.	.	1371	2827	48.49664
chr19	12555609	12555689	.	.	4577	7994	57.25544
chr19	12647697	12647804	.	.	3102	5935	52.266216
chr19	12765984	12766482	.	.	13596	25591	53.12805
chr19	12769739	12769808	.	.	2431	3996	60.83584
chr19	12769846	12770002	.	.	12053	19227	62.687885
chr19	12954149	12954317	.	.	2778	4441	62.55348
chr19	12957717	12957774	.	.	1904	4062	46.873463
chr19	12996721	12996757	.	.	1910	3689	51.77555
chr19	13299089	13299117	.	.	2008	3734	53.776108
chr19	13302843	13303057	.	.	2034	3579	56.831516
chr19	13575011	13575241	.	.	3823	6476	59.03335
chr19	14148586	14149075	.	.	1996	3944	50.60852
chr19	14265576	14265952	.	.	6751	12351	54.65954
chr19	14265961	14265998	.	.	2295	3920	58.545918
chr19	14353417	14353597	.	.	2112	3492	60.481102
chr19	14385060	14385263	.	.	2651	4701	56.392258
chr19	14438882	14438984	.	.	2104	4199	50.10717
chr19	14474209	14474225	.	.	1764	3345	52.735424
chr19	14479265	14479424	.	.	1782	3293	54.114788
chr19	14507392	14507479	.	.	2109	3535	59.660538
chr19	14888529	14888865	.	.	2704	5296	51.057404
chr19	15047863	15048066	.	.	2425	4504	53.84103
chr19	15116367	15116441	.	.	1621	3249	49.892273
chr19	15422883	15422955	.	.	2265	4067	55.692154
chr19	15723118	15723130	.	.	1799	3535	50.89109
chr19	15844024	15844190	.	.	2121	4050	52.37037
chr19	15862801	15862877	.	.	2169	3561	60.909855
chr19	15900525	15900658	.	.	2902	5813	49.92259
chr19	15932200	15933881	.	.	5231	8971	58.31011
chr19	15940416	15941089	.	.	2042	3376	60.48578
chr19	16077720	16077835	.	.	2302	4409	52.211388
chr19	16139108	16139373	.	.	1978	3790	52.189976
chr19	16145297	16145801	.	.	2348	4550	51.604397
chr19	16149453	16149616	.	.	2408	4439	54.24645
chr19	16200592	16200804	.	.	2809	5560	50.521584
chr19	16230256	16230439	.	.	1942	3593	54.049538
chr19	16266807	16266894	.	.	2550	4393	58.046894
chr19	16326743	16326790	.	.	2523	4168	60.53263
chr19	16326889	16326978	.	.	4477	7292	61.39605
chr19	16327053	16327081	.	.	3131	5120	61.152344
chr19	16327168	16327184	.	.	1873	3083	60.75251
chr19	16370690	16371199	.	.	4218	7792	54.132442
chr19	16719425	16719894	.	.	3998	7245	55.182884
chr19	17022057	17022149	.	.	2250	4779	47.08098
chr19	17244248	17244297	.	.	1896	3779	50.172
chr19	17403951	17404154	.	.	1698	3462	49.046795
chr19	17560293	17560396	.	.	2742	4832	56.746693
chr19	17699676	17700010	.	.	1623	3336	48.651077
chr19	17850959	17851040	.	.	2387	4120	57.936893
chr19	17910877	17910954	.	.	2136	3679	58.059258
chr19	17998327	17998407	.	.	3614	6915	52.263195
chr19	18049490	18049542	.	.	2509	4044	62.042534
chr19	18098294	18098378	.	.	1906	3948	48.277607
chr19	18123783	18123883	.	.	1889	3456	54.65856
chr19	18464606	18464782	.	.	2027	4002	50.649673
chr19	18469187	18469323	.	.	2623	5115	51.28055
chr19	18477157	18477210	.	.	2010	3595	55.910988
chr19	18596720	18596756	.	.	1883	3507	53.692616
chr19	18868957	18868990	.	.	2491	4346	57.317074
chr19	18869127	18869165	.	.	2186	4233	51.641865
chr19	18869187	18869232	.	.	2952	5750	51.33913
chr19	18869247	18869262	.	.	2122	4363	48.63626
chr19	19110995	19111096	.	.	2120	3828	55.3814
chr19	19323225	19323285	.	.	2371	3978	59.602814
chr19	19376169	19376351	.	.	2977	5772	51.57658
chr19	19514314	19514349	.	.	1762	3547	49.675785
chr19	19514476	19514548	.	.	4048	6992	57.894737
chr19	19537300	19537420	.	.	5897	10985	53.682293
chr19	19598172	19598319	.	.	1894	3364	56.302025
chr19	19651224	19651346	.	.	2187	4263	51.301903
chr19	20068502	20068528	.	.	1409	3051	46.18158
chr19	21568785	21569427	.	.	10425	19132	54.489857
chr19	21587217	21587294	.	.	2205	3770	58.488064
chr19	21677192	21678289	.	.	13605	25243	53.89613
chr19	21678333	21678442	.	.	2402	4202	57.163258
chr19	22148418	22149635	.	.	2062	3268	63.096695
chr19	22517559	22517676	.	.	4862	8411	57.805252
chr19	22517796	22517938	.	.	4816	8645	55.708504
chr19	22517968	22518008	.	.	1743	3342	52.154396
chr19	22618210	22618256	.	.	2587	4321	59.8704
chr19	23074789	23074886	.	.	2785	4952	56.239902
chr19	23116671	23116753	.	.	2588	4617	56.053715
chr19	27506543	27506983	.	.	2143	3906	54.86431
chr19	28239366	28239550	.	.	1952	3788	51.531155
chr19	28403918	28404112	.	.	1859	3608	51.524387
chr19	28489847	28489982	.	.	2571	4191	61.345737
chr19	28619962	28620439	.	.	2165	3760	57.579784
chr19	29666686	29666933	.	.	2684	4829	55.580868
chr19	30076101	30076168	.	.	2342	3834	61.085026
chr19	30691482	30691594	.	.	2098	3748	55.97652
chr19	31118534	31118794	.	.	1843	3436	53.63795
chr19	32036812	32036901	.	.	2109	3764	56.030815
chr19	32123628	32123841	.	.	2269	4116	55.12634
chr19	32573021	32573158	.	.	3781	6010	62.911816
chr19	32580531	32580628	.	.	2416	4459	54.182552
chr19	33279943	33280051	.	.	2916	5452	53.48496
chr19	33522297	33522468	.	.	1703	3247	52.448418
chr19	33736267	33736756	.	.	3397	5690	59.70123
chr19	33779407	33779493	.	.	2162	3577	60.441708
chr19	34500022	34500084	.	.	2184	3943	55.389297
chr19	35118868	35118926	.	.	2160	3713	58.173985
chr19	35447643	35447814	.	.	2228	4148	53.71263
chr19	35460783	35460975	.	.	2152	4151	51.842926
chr19	35704443	35704477	.	.	1869	3919	47.69074
chr19	35755899	35755915	.	.	2320	3659	63.4053
chr19	35870504	35870558	.	.	2928	5263	55.63367
chr19	35909815	35910066	.	.	1974	3770	52.360744
chr19	35993983	35994040	.	.	2195	4353	50.42499
chr19	35994276	35994380	.	.	2427	5115	47.44868
chr19	36257941	36258010	.	.	2097	3642	57.578255
chr19	36309242	36309569	.	.	18548	33481	55.398582
chr19	36309596	36309935	.	.	14243	25640	55.54992
chr19	37059152	37059227	.	.	2522	3955	63.767387
chr19	37059296	37059324	.	.	1895	3331	56.88982
chr19	37269011	37269104	.	.	3986	7389	53.945053
chr19	37790450	37790471	.	.	2796	5215	53.614574
chr19	37855853	37855889	.	.	1930	3558	54.243958
chr19	37921224	37921247	.	.	2354	4480	52.54464
chr19	38025449	38025579	.	.	3548	5978	59.350956
chr19	38274792	38275020	.	.	1773	3567	49.705635
chr19	38385978	38386026	.	.	1935	3635	53.23246
chr19	38386057	38386151	.	.	4014	7690	52.19766
chr19	38707279	38707469	.	.	2248	3712	60.560345
chr19	39156669	39156805	.	.	1824	3434	53.1159
chr19	39203774	39203853	.	.	1991	3620	55
chr19	39408224	39408359	.	.	3393	6039	56.1848
chr19	39417975	39418007	.	.	2208	3594	61.435722
chr19	39891933	39891971	.	.	4535	7519	60.313873
chr19	39892059	39892117	.	.	3540	5966	59.33624
chr19	40217324	40217337	.	.	1670	3286	50.821667
chr19	40223180	40223227	.	.	3103	5584	55.56948
chr19	41348708	41348868	.	.	1903	3337	57.027267
chr19	41407719	41407926	.	.	1869	3897	47.95997
chr19	41552741	41553185	.	.	2547	4409	57.768204
chr19	41758884	41759098	.	.	1838	3576	51.398212
chr19	41926697	41926711	.	.	1752	3111	56.3163
chr19	43028146	43028364	.	.	3099	5456	56.799854
chr19	43765445	43765677	.	.	2359	4083	57.776146
chr19	43774492	43774518	.	.	2756	4914	56.084656
chr19	43951895	43951936	.	.	1896	3579	52.97569
chr19	44725352	44725397	.	.	2121	4645	45.662003
chr19	45103233	45103450	.	.	4211	7710	54.617382
chr19	45116066	45116203	.	.	2029	3684	55.076004
chr19	45234608	45234643	.	.	3158	5794	54.50466
chr19	45346789	45347029	.	.	3251	5625	57.795555
chr19	45940540	45940576	.	.	2631	4516	58.25952
chr19	45940606	45940648	.	.	3219	5962	53.99195
chr19	46412314	46412523	.	.	7458	13213	56.444412
chr19	46649157	46649174	.	.	1856	3532	52.548134
chr19	46697678	46697722	.	.	2437	4823	50.528717
chr19	47022173	47022258	.	.	2389	4138	57.7332
chr19	47335627	47335696	.	.	2606	4509	57.795517
chr19	47416595	47416739	.	.	1887	3309	57.02629
chr19	47456963	47457009	.	.	2105	3933	53.521484
chr19	47458041	47458367	.	.	2222	4019	55.287384
chr19	47545070	47545100	.	.	1824	3826	47.67381
chr19	47702437	47702477	.	.	2473	4523	54.676098
chr19	47703025	47703145	.	.	2406	4082	58.941696
chr19	47909226	47909630	.	.	7778	12927	60.16864
chr19	47925603	47925722	.	.	4337	7438	58.308685
chr19	47925759	47925902	.	.	3029	5544	54.635643
chr19	47941437	47941512	.	.	7135	15370	46.4216
chr19	48061825	48061847	.	.	1628	3272	49.7555
chr19	48061914	48061949	.	.	2077	3607	57.58248
chr19	48202682	48202822	.	.	1823	3481	52.370007
chr19	48256607	48256809	.	.	2174	3765	57.742363
chr19	48272131	48272176	.	.	2076	3875	53.574192
chr19	48396498	48396574	.	.	1973	3457	57.072605
chr19	48497698	48497741	.	.	2167	3432	63.141026
chr19	48498250	48498366	.	.	2679	4335	61.799305
chr19	48498420	48498526	.	.	3061	4952	61.813408
chr19	48498603	48498683	.	.	2923	4646	62.914337
chr19	48498757	48498801	.	.	3295	5819	56.624847
chr19	48498828	48498852	.	.	2044	3429	59.609215
chr19	48498936	48499048	.	.	3834	6294	60.91516
chr19	48499202	48499373	.	.	4637	8280	56.002415
chr19	48628735	48628790	.	.	1828	3504	52.16895
chr19	48654797	48654889	.	.	1966	3913	50.242783
chr19	48683456	48683578	.	.	2975	4954	60.052483
chr19	48716914	48716942	.	.	2221	3921	56.64371
chr19	48741376	48741434	.	.	2234	4264	52.39212
chr19	48747584	48747615	.	.	2256	3689	61.15478
chr19	48895324	48895393	.	.	3263	5267	61.951775
chr19	48895597	48895645	.	.	2250	3922	57.36869
chr19	48967328	48967465	.	.	2246	4458	50.38134
chr19	49058358	49058583	.	.	2145	3667	58.494682
chr19	49061648	49061678	.	.	2731	4476	61.0143
chr19	49210217	49210296	.	.	3245	6199	52.347153
chr19	49210359	49210405	.	.	2493	4554	54.74308
chr19	49210623	49210736	.	.	3512	6436	54.568054
chr19	49388100	49388134	.	.	3863	7338	52.64377
chr19	49388187	49388205	.	.	2097	4012	52.268196
chr19	49451121	49451190	.	.	2026	3774	53.683098
chr19	49479095	49479255	.	.	2015	4011	50.23685
chr19	49690156	49690200	.	.	1654	3340	49.520958
chr19	49701431	49701549	.	.	5699	10262	55.53498
chr19	49776158	49776247	.	.	2690	5441	49.43944
chr19	49832394	49832554	.	.	2953	5660	52.173145
chr19	49932901	49933081	.	.	7661	13419	57.090694
chr19	50126463	50126663	.	.	7707	12971	59.417164
chr19	50167632	50167771	.	.	2166	3811	56.83548
chr19	50344766	50345204	.	.	2043	3525	57.957447
chr19	50364713	50364812	.	.	2355	3671	64.15146
chr19	50458730	50458780	.	.	2001	3649	54.83694
chr19	50517057	50517101	.	.	2551	5140	49.63035
chr19	50607936	50607957	.	.	1770	3609	49.044056
chr19	50686146	50686279	.	.	2170	3602	60.24431
chr19	50870521	50870602	.	.	3136	5038	62.246925
chr19	50870632	50870696	.	.	2053	3544	57.928894
chr19	51017860	51017949	.	.	2130	3982	53.49071
chr19	51027320	51027436	.	.	1987	3215	61.804043
chr19	51132645	51132789	.	.	1889	3694	51.13698
chr19	51142435	51142474	.	.	2172	3754	57.858284
chr19	51182238	51182289	.	.	1949	3592	54.259468
chr19	51182373	51182437	.	.	1759	3475	50.618702
chr19	51182463	51182503	.	.	1841	3462	53.177357
chr19	51182616	51182660	.	.	2375	3705	64.10257
chr19	51273055	51273173	.	.	1403	2622	53.50877
chr19	51805568	51805727	.	.	2384	4538	52.534157
chr19	51824459	51824691	.	.	2637	4608	57.226563
chr19	51985862	51985931	.	.	2289	3827	59.81186
chr19	52188823	52189178	.	.	1772	3376	52.488155
chr19	52429040	52429111	.	.	2440	4583	53.240234
chr19	52858325	52858399	.	.	2581	4705	54.856533
chr19	52946463	52946550	.	.	2254	4065	55.448956
chr19	53312984	53313207	.	.	1587	2960	53.61487
chr19	53358369	53358412	.	.	2529	4749	53.25332
chr19	53537255	53537352	.	.	2163	3634	59.521187
chr19	53537391	53538821	.	.	44218	86941	50.85978
chr19	53553831	53554778	.	.	28919	60627	47.699867
chr19	53554817	53555094	.	.	8043	15857	50.72208
chr19	53987862	53988001	.	.	2143	3563	60.145943
chr19	53993104	53993158	.	.	1728	3583	48.22774
chr19	53993185	53993241	.	.	3362	6212	54.12105
chr19	54008276	54008476	.	.	2342	4104	57.06628
chr19	54011982	54012078	.	.	3321	6206	53.51273
chr19	54116296	54116351	.	.	1972	3790	52.031662
chr19	54136001	54136037	.	.	1746	3220	54.223602
chr19	54420228	54420336	.	.	2819	4894	57.601143
chr19	54434781	54435038	.	.	3169	5426	58.40398
chr19	54435062	54435142	.	.	2170	3969	54.67372
chr19	54465462	54465495	.	.	2926	5652	51.769287
chr19	55083269	55083392	.	.	2090	3510	59.54416
chr19	55162119	55162143	.	.	1871	3424	54.643692
chr19	55162244	55162294	.	.	2369	4320	54.83796
chr19	55175147	55175187	.	.	2889	5771	50.060646
chr19	55208352	55209088	.	.	1839	3336	55.125896
chr19	55387060	55387480	.	.	2749	4851	56.668728
chr19	55493839	55493896	.	.	2355	3921	60.06121
chr19	55493910	55493978	.	.	1653	3163	52.260513
chr19	55494000	55494271	.	.	2182	3769	57.89334
chr19	55529930	55529986	.	.	2395	3937	60.833122
chr19	55703986	55704037	.	.	2037	3726	54.669888
chr19	56106538	56106638	.	.	1914	3427	55.850594
chr19	56106672	56106779	.	.	2111	4275	49.38012
chr19	56803554	56803915	.	.	1481	2827	52.38769
chr19	56837607	56837942	.	.	7592	15062	50.40499
chr19	56838259	56840915	.	.	63273	124898	50.65974
chr19	56841034	56841174	.	.	1939	3930	49.33842
chr19	56841272	56841439	.	.	4176	8326	50.15614
chr19	56864518	56864613	.	.	4313	7668	56.24674
chr19	56942873	56942982	.	.	5454	9233	59.070724
chr19	56975006	56975473	.	.	2090	3533	59.156525
chr19	58217134	58217181	.	.	2219	4014	55.281513
chr19	58306110	58306188	.	.	2137	3458	61.79873
chr19	58350465	58350526	.	.	3199	5422	59.000366
chr19	58350596	58350667	.	.	4503	7338	61.365498
chr19	58440803	58440861	.	.	2168	4276	50.701588
chr19	58574768	58574905	.	.	1887	3374	55.92768
chr20	574669	574735	.	.	2826	5024	56.25
chr20	768691	768976	.	.	1930	3660	52.732243
chr20	841040	841063	.	.	2076	3404	60.987072
chr20	1627964	1628384	.	.	1855	3588	51.700108
chr20	1767193	1767230	.	.	1991	3631	54.833378
chr20	1896264	1896340	.	.	1628	3042	53.517426
chr20	1945715	1946278	.	.	2890	5298	54.54888
chr20	2749680	2749711	.	.	2036	3578	56.903297
chr20	2820724	2820814	.	.	1484	2647	56.06347
chr20	2822529	2822657	.	.	1526	2763	55.229824
chr20	3071510	3071607	.	.	2619	4352	60.179226
chr20	3165593	3165779	.	.	5505	10776	51.085747
chr20	3673792	3673834	.	.	2009	3610	55.650967
chr20	3745001	3745038	.	.	1992	3486	57.14286
chr20	3751835	3751978	.	.	9409	16444	57.218437
chr20	3751988	3752216	.	.	14416	29193	49.3817
chr20	3752235	3752283	.	.	1812	3650	49.643837
chr20	3752367	3752617	.	.	5281	9389	56.246674
chr20	3829211	3829348	.	.	2896	5492	52.731247
chr20	3831296	3831385	.	.	2981	5604	53.19415
chr20	4033167	4033220	.	.	2200	3752	58.635395
chr20	4033226	4033312	.	.	3462	5975	57.941425
chr20	4248434	4248461	.	.	2061	4088	50.415848
chr20	6940091	6940259	.	.	1954	3617	54.02267
chr20	7803780	7803802	.	.	2232	3819	58.44462
chr20	7803830	7803867	.	.	2961	5481	54.022987
chr20	7803883	7804001	.	.	4063	6865	59.184265
chr20	8140819	8140955	.	.	2580	5484	47.04595
chr20	8358529	8358606	.	.	1998	3909	51.11282
chr20	11001768	11001814	.	.	2162	3515	61.50782
chr20	11959002	11959098	.	.	6600	10395	63.492065
chr20	13343528	13343684	.	.	4447	7678	57.918728
chr20	17612149	17612188	.	.	2149	3746	57.367863
chr20	17895283	17895463	.	.	4940	8332	59.289486
chr20	18496318	18496417	.	.	1955	3680	53.125
chr20	20038360	20038392	.	.	2012	3487	57.700027
chr20	20277313	20277341	.	.	2648	4892	54.12919
chr20	20856318	20856782	.	.	3435	6633	51.786526
chr20	20909873	20909988	.	.	1713	3234	52.96846
chr20	22382891	22383024	.	.	2336	3975	58.767296
chr20	22558804	22559207	.	.	3070	5804	52.894558
chr20	23085794	23085932	.	.	2917	5085	57.3648
chr20	24635265	24635433	.	.	2014	4327	46.544952
chr20	24951211	24951347	.	.	2236	3802	58.811153
chr20	25391752	25391889	.	.	4670	9092	51.36384
